ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
52,New York,US Open,02/09/16,Grand Slam,Outdoor,Hard,3rd Round,5,Pouille L.,Bautista Agut R.,25,17,1481,2040,3,6,7,5,2,6,7,5,6,1,3,2,Completed,4,1.25,3.3,1.22,4,1.25,4.18,1.28,4.2,1.29,3.91,1.25
52,New York,US Open,02/09/16,Grand Slam,Outdoor,Hard,3rd Round,5,Edmund K.,Isner J.,84,21,679,1645,6,4,3,6,6,2,7,6,,,3,1,Completed,3.25,1.33,3,1.28,3,1.4,3.62,1.34,3.8,1.4,3.31,1.33
52,New York,US Open,03/09/16,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Kuznetsov An.,5,47,4850,988,6,1,6,4,6,2,,,,,3,0,Completed,1.08,8,1.06,6,1.08,8,1.1,9.38,1.1,9.65,1.08,8.02
52,New York,US Open,03/09/16,Grand Slam,Outdoor,Hard,3rd Round,5,Thiem D.,Carreno Busta P.,10,39,3205,1110,1,6,6,4,6,4,7,5,,,3,1,Completed,1.25,4,1.28,3.1,1.29,3.75,1.28,4.14,1.3,4.2,1.27,3.78
52,New York,US Open,03/09/16,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Sousa J.,24,36,1555,1215,6,4,6,1,3,6,6,2,,,3,1,Completed,1.3,3.5,1.22,3.3,1.29,3.75,1.32,3.85,1.33,4,1.28,3.63
52,New York,US Open,03/09/16,Grand Slam,Outdoor,Hard,3rd Round,5,Del Potro J.M.,Ferrer D.,142,13,410,2660,7,6,6,2,6,3,,,,,3,0,Completed,1.22,4,1.25,3.3,1.25,4,1.28,4.15,1.29,4.33,1.24,3.99
52,New York,US Open,03/09/16,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Lorenzi P.,2,40,9305,1110,7,6,5,7,6,2,6,3,,,3,1,Completed,1.005,29,1,10,1.01,21,1.01,31.3,1.02,34,1.01,21.14
52,New York,US Open,03/09/16,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Evans D.,3,64,4980,775,4,6,6,3,6,7,7,6,6,2,3,2,Completed,1.11,6.5,1.09,5.5,1.1,7,1.13,7.65,1.15,7.65,1.11,6.52
52,New York,US Open,03/09/16,Grand Slam,Outdoor,Hard,3rd Round,5,Nishikori K.,Mahut N.,7,42,4165,1038,4,6,6,1,6,2,6,2,,,3,1,Completed,1.1,7,1.09,5.5,1.11,6.5,1.13,7.54,1.15,8.2,1.11,6.65
52,New York,US Open,04/09/16,Grand Slam,Outdoor,Hard,3rd Round,5,Karlovic I.,Donaldson J.,23,122,1570,497,6,4,7,6,6,3,,,,,3,0,Completed,1.53,2.5,1.5,2.3,1.57,2.38,1.53,2.73,1.6,2.73,1.52,2.51
52,New York,US Open,04/09/16,Grand Slam,Outdoor,Hard,3rd Round,5,Marchenko I.,Kyrgios N.,63,16,795,2060,4,6,6,4,6,1,,,,,2,1,Retired,8,1.08,5.5,1.08,7,1.1,8.37,1.11,8.45,1.11,7.35,1.09
52,New York,US Open,04/09/16,Grand Slam,Outdoor,Hard,4th Round,5,Monfils G.,Baghdatis M.,12,44,2835,1015,6,3,6,2,6,3,,,,,3,0,Completed,1.14,5.5,1.15,4.3,1.17,5,1.18,5.86,1.18,6.09,1.15,5.32
52,New York,US Open,04/09/16,Grand Slam,Outdoor,Hard,4th Round,5,Tsonga J.W.,Sock J.,11,27,2875,1450,6,3,6,3,6,7,6,2,,,3,1,Completed,1.66,2.2,1.55,2.1,1.62,2.25,1.73,2.26,1.73,2.35,1.64,2.24
52,New York,US Open,04/09/16,Grand Slam,Outdoor,Hard,4th Round,5,Pouille L.,Nadal R.,25,5,1481,4850,6,1,2,6,6,4,3,6,7,6,3,2,Completed,10,1.06,6.25,1.06,8,1.08,9.55,1.09,10.65,1.09,8.75,1.07
52,New York,US Open,05/09/16,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Edmund K.,1,84,14840,679,6,2,6,1,6,4,,,,,3,0,Completed,1.06,10,1.06,6.25,1.06,9,1.07,11.71,1.07,12,1.06,9.56
52,New York,US Open,05/09/16,Grand Slam,Outdoor,Hard,4th Round,5,Del Potro J.M.,Thiem D.,142,10,410,3205,6,3,3,2,,,,,,,1,0,Retired,1.4,3,1.35,2.65,1.4,3,1.42,3.15,1.43,3.15,1.39,2.98
52,New York,US Open,05/09/16,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Marchenko I.,3,63,4980,795,6,4,6,1,6,7,6,3,,,3,1,Completed,1.08,8,1.07,6,1.08,8,1.11,8.2,1.11,8.25,1.09,7.32
52,New York,US Open,05/09/16,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Karlovic I.,7,23,4165,1570,6,3,6,4,7,6,,,,,3,0,Completed,1.25,4,1.17,4,1.25,4,1.3,4.01,1.3,4.33,1.25,3.93
52,New York,US Open,06/09/16,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Dimitrov G.,2,24,9305,1555,6,1,6,2,6,2,,,,,3,0,Completed,1.12,6,1.1,5,1.14,5.5,1.15,6.55,1.17,7,1.13,5.8
52,New York,US Open,06/09/16,Grand Slam,Outdoor,Hard,Quarterfinals,5,Monfils G.,Pouille L.,12,25,2835,1481,6,4,6,3,6,3,,,,,3,0,Completed,1.2,4.5,1.14,4.3,1.2,4.5,1.23,4.88,1.23,5,1.2,4.54
52,New York,US Open,07/09/16,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Tsonga J.W.,1,11,14840,2875,6,3,6,2,,,,,,,2,0,Retired,1.12,6,1.11,4.9,1.13,6.5,1.16,6.23,1.17,6.5,1.14,5.76
52,New York,US Open,07/09/16,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nishikori K.,Murray A.,7,2,4165,9305,1,6,6,4,4,6,6,1,7,5,3,2,Completed,5.5,1.14,4.5,1.14,5.5,1.14,6.08,1.17,6.18,1.17,5.45,1.15
52,New York,US Open,08/09/16,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,Del Potro J.M.,3,142,4980,410,7,6,4,6,6,3,6,2,,,3,1,Completed,2.37,1.57,2.1,1.55,2.38,1.57,2.45,1.64,2.5,1.7,2.34,1.6
52,New York,US Open,09/09/16,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Monfils G.,1,12,14840,2835,6,3,6,2,3,6,6,2,,,3,1,Completed,1.14,5.5,1.11,4.9,1.12,6,1.18,6.01,1.18,6.09,1.15,5.57
52,New York,US Open,09/09/16,Grand Slam,Outdoor,Hard,Semifinals,5,Wawrinka S.,Nishikori K.,3,7,4980,4165,4,6,7,5,6,4,6,2,,,3,1,Completed,2.1,1.72,1.92,1.7,2.1,1.73,2.22,1.77,2.27,1.78,2.12,1.72
52,New York,US Open,11/09/16,Grand Slam,Outdoor,Hard,The Final,5,Wawrinka S.,Djokovic N.,3,1,4980,14840,6,7,6,4,7,5,6,3,,,3,1,Completed,3.4,1.33,2.85,1.33,3.4,1.36,3.62,1.35,3.62,1.45,3.28,1.35
